Isotope,Energy (keV),Intensity (%),Half life (s),Decay,Decay (%),Daughter
133Te,1359.45,0.0936,750.0,B-,100.0,I
133Te,1371.7,0.009984,750.0,B-,100.0,I
133Te,1372.3,0.22,3324.0,B-,83.5,I
133Te,1392.3,0.09,3324.0,B-,83.5,I
133Te,1405.0,0.09,3324.0,B-,83.5,I
133Te,1405.48,0.58656,750.0,B-,100.0,I
133Te,1416.9,0.13104,750.0,B-,100.0,I
133Te,1438.0,0.00624,750.0,B-,100.0,I
133Te,1455.0,0.58,3324.0,B-,83.5,I
133Te,1455.24,0.14976,750.0,B-,100.0,I
133Te,1456.0,0.09,3324.0,B-,83.5,I
133Te,1458.9,0.13,3324.0,B-,83.5,I
133Te,1468.2,0.04992,750.0,B-,100.0,I
133Te,1473.74,0.31824,750.0,B-,100.0,I
133Te,1489.88,0.11856,750.0,B-,100.0,I
133Te,1493.0,0.02496,750.0,B-,100.0,I
133Te,1502.8,0.0312,750.0,B-,100.0,I
133Te,1505.2,0.06864,750.0,B-,100.0,I
133Te,1506.2,0.22,3324.0,B-,83.5,I
133Te,1516.26,1.02,3324.0,B-,83.5,I
133Te,1535.1,0.21216,750.0,B-,100.0,I
133Te,1537.0,0.071,3324.0,B-,83.5,I
133Te,1552.0,0.13,3324.0,B-,83.5,I
133Te,1564.0,0.07488,750.0,B-,100.0,I
133Te,1570.0,0.09,3324.0,B-,83.5,I
133Te,1573.5,0.22,3324.0,B-,83.5,I
133Te,1581.0,0.13,3324.0,B-,83.5,I
133Te,1587.66,1.15,3324.0,B-,83.5,I
133Te,1630.1,0.02496,750.0,B-,100.0,I
133Te,1633.7,0.07488,750.0,B-,100.0,I
133Te,1643.6,0.27,3324.0,B-,83.5,I
133Te,1646.2,0.22,3324.0,B-,83.5,I
133Te,1671.19,0.16224,750.0,B-,100.0,I
133Te,1680.0,0.0936,750.0,B-,100.0,I
133Te,1682.9,0.13728,750.0,B-,100.0,I
133Te,1683.23,3.3,3324.0,B-,83.5,I
133Te,1693.3,0.009,3324.0,B-,83.5,I
133Te,1697.3,0.0624,750.0,B-,100.0,I
133Te,1704.4,0.58,3324.0,B-,83.5,I
133Te,1706.0,0.0624,750.0,B-,100.0,I
133Te,1713.0,0.3744,750.0,B-,100.0,I
133Te,1717.61,3.1824,750.0,B-,100.0,I
133Te,1722.0,0.08112,750.0,B-,100.0,I
133Te,1738.0,0.04992,750.0,B-,100.0,I
133Te,1741.57,0.13728,750.0,B-,100.0,I
133Te,1754.9,0.04368,750.0,B-,100.0,I
133Te,1773.2,0.53,3324.0,B-,83.5,I
133Te,1773.27,0.13728,750.0,B-,100.0,I
133Te,1797.5,0.14,3324.0,B-,83.5,I
133Te,1806.9,0.25584,750.0,B-,100.0,I
133Te,1821.7,0.2184,750.0,B-,100.0,I
133Te,1824.25,0.39936,750.0,B-,100.0,I
133Te,1870.8,0.44,3324.0,B-,83.5,I
133Te,1881.2,0.18,3324.0,B-,83.5,I
133Te,1881.52,1.2168,750.0,B-,100.0,I
133Te,1885.62,0.8,3324.0,B-,83.5,I
133Te,1892.98,0.12,3324.0,B-,83.5,I
133Te,1893.21,0.05616,750.0,B-,100.0,I
133Te,1897.59,0.10608,750.0,B-,100.0,I
133Te,1912.91,0.11856,750.0,B-,100.0,I
133Te,1914.0,0.04,3324.0,B-,83.5,I
133Te,1938.0,0.0312,750.0,B-,100.0,I
133Te,1943.8,0.08112,750.0,B-,100.0,I
133Te,1967.8,0.13,3324.0,B-,83.5,I
133Te,1972.0,0.014976,750.0,B-,100.0,I
133Te,1974.6,0.031,3324.0,B-,83.5,I
133Te,2005.33,2.7,3324.0,B-,83.5,I
133Te,2016.0,0.035,3324.0,B-,83.5,I
133Te,2025.6,0.08112,750.0,B-,100.0,I
133Te,2036.2,0.01872,750.0,B-,100.0,I
133Te,2048.5,0.03744,750.0,B-,100.0,I
133Te,2049.7,0.97,3324.0,B-,83.5,I
133Te,2053.43,0.14352,750.0,B-,100.0,I
133Te,2062.0,0.08,3324.0,B-,83.5,I
133Te,2079.3,0.0936,750.0,B-,100.0,I
133Te,2081.3,0.05616,750.0,B-,100.0,I
133Te,2093.0,0.01872,750.0,B-,100.0,I
133Te,2105.5,0.09984,750.0,B-,100.0,I
133Te,2105.5,0.09984,750.0,B-,100.0,I
133Te,2136.51,1.248,750.0,B-,100.0,I
133Te,2144.4,0.053,3324.0,B-,83.5,I
133Te,2148.3,0.02496,750.0,B-,100.0,I
133Te,2155.0,0.02496,750.0,B-,100.0,I
133Te,2180.9,0.0312,750.0,B-,100.0,I
133Te,2193.65,0.56784,750.0,B-,100.0,I
133Te,2210.2,0.6864,750.0,B-,100.0,I
133Te,2213.6,0.21216,750.0,B-,100.0,I
133Te,2225.0,0.22464,750.0,B-,100.0,I
133Te,2229.64,0.8736,750.0,B-,100.0,I
133Te,2255.4,0.20592,750.0,B-,100.0,I
133Te,2266.4,0.23712,750.0,B-,100.0,I
133Te,2285.5,0.00936,750.0,B-,100.0,I
133Te,2336.0,0.014352,750.0,B-,100.0,I
133Te,2349.0,0.008112,750.0,B-,100.0,I
133Te,2363.0,0.02496,750.0,B-,100.0,I
133Te,2393.0,0.01248,750.0,B-,100.0,I
133Te,2417.7,0.1872,750.0,B-,100.0,I
133Te,2456.2,0.25584,750.0,B-,100.0,I
133Te,2467.4,0.4056,750.0,B-,100.0,I
133Te,2482.5,0.053,3324.0,B-,83.5,I
133Te,2485.0,0.01872,750.0,B-,100.0,I
133Te,2496.35,0.19344,750.0,B-,100.0,I
133Te,2525.5,0.02496,750.0,B-,100.0,I
133Te,2541.8,0.4992,750.0,B-,100.0,I
133Te,2554.19,0.34944,750.0,B-,100.0,I
133Te,2597.7,0.05616,750.0,B-,100.0,I
133Te,2623.82,0.0936,750.0,B-,100.0,I
133Te,2661.1,0.07488,750.0,B-,100.0,I
133Te,2825.3,0.156,750.0,B-,100.0,I
133Te,2826.3,0.11,3324.0,B-,83.5,I
133Te,2968.1,0.089,3324.0,B-,83.5,I
133Te,3051.3,0.26,3324.0,B-,83.5,I
133Te,4.135,0.7374566884,3324.0,IT,16.5,Te
133Te,4.335,0.2686222964441952,750.0,B-,100.0,I
133Te,4.335,1.35,3324.0,B-,83.5,I
133Te,27.202,1.855788771793664,3324.0,IT,16.5,Te
133Te,27.473,3.4558450126511437,3324.0,IT,16.5,Te
133Te,28.318,3.1,3324.0,B-,83.5,I
133Te,28.318,0.6697878850931175,750.0,B-,100.0,I
133Te,28.613,5.8,3324.0,B-,83.5,I
133Te,28.613,1.2440339619114367,750.0,B-,100.0,I
133Te,31.093,0.9890026421981867,3324.0,IT,16.5,Te
133Te,31.359,1.2036162155551933,3324.0,IT,16.5,Te
133Te,31.698,0.2146135733570065,3324.0,IT,16.5,Te
133Te,32.395,0.35841231327263107,750.0,B-,100.0,I
133Te,32.395,1.66,3324.0,B-,83.5,I
133Te,32.68,0.43941349607224567,750.0,B-,100.0,I
133Te,32.68,2.04,3324.0,B-,83.5,I
133Te,33.04,0.38,3324.0,B-,83.5,I
133Te,33.04,0.08100118279961462,750.0,B-,100.0,I
133Xe,79.6142,0.44,453384.0,B-,100.0,Cs
133Xe,80.9979,36.9,453384.0,B-,100.0,Cs
133Xe,160.612,0.1066,453384.0,B-,100.0,Cs
133Xe,223.2368,0.000137,453384.0,B-,100.0,Cs
133Xe,233.221,10.12,189907.2,IT,100.0,Xe
133Xe,302.8508,0.0055,453384.0,B-,100.0,Cs
133Xe,383.8485,0.0027,453384.0,B-,100.0,Cs
133Xe,4.54,5.937744032,189907.2,IT,100.0,Xe
