Isotope,Energy (keV),Sigma (mb),DSigma (mb),Half life (s),Decay
150Nd,767.89,0.179,0.0108,746.0,B-
150Nd,773.62,0.179,0.019,746.0,B-
150Nd,1189.24,0.179,0.0108,746.0,B-
150Nd,1549.75,0.179,0.0108,746.0,B-
150Nd,402.33,0.17,0.0305,746.0,B-
150Nd,1328.22,0.17,0.0189,746.0,B-
150Nd,80.74,0.161,0.010499999999999999,746.0,B-
150Nd,312.63,0.161,0.0188,746.0,B-
150Nd,1775.26,0.161,0.010499999999999999,746.0,B-
150Nd,809.23,0.152,0.0187,746.0,B-
150Nd,275.52,0.152,0.0187,746.0,B-
150Nd,829.16,0.152,0.0103,746.0,B-
150Nd,1169.2,0.152,0.0103,746.0,B-
150Nd,197.27,0.14300000000000002,0.0102,746.0,B-
150Nd,597.6,0.14300000000000002,0.018600000000000002,746.0,B-
150Nd,562.73,0.14300000000000002,0.0102,746.0,B-
150Nd,1080.09,0.14300000000000002,0.0102,746.0,B-
150Nd,853.3,0.13999999999999999,0.0304,746.0,B-
150Nd,321.06,0.134,0.0101,746.0,B-
150Nd,1297.61,0.134,0.0101,746.0,B-
150Nd,1485.45,0.134,0.00458,746.0,B-
150Nd,427.65,0.12999999999999998,0.0303,746.0,B-
150Nd,446.88,0.125,0.00993,746.0,B-
150Nd,724.28,0.125,0.0185,746.0,B-
150Nd,967.58,0.125,0.00993,746.0,B-
150Nd,964.74,0.125,0.00993,746.0,B-
150Nd,1127.11,0.125,0.00993,746.0,B-
150Nd,1136.58,0.122,0.00726,746.0,B-
150Nd,1036.16,0.12000000000000001,0.007220000000000001,746.0,B-
150Nd,414.63,0.116,0.0098,746.0,B-
150Nd,765.4,0.116,0.0098,746.0,B-
150Nd,973.23,0.115,0.00979,746.0,B-
150Nd,851.8,0.114,0.0174,746.0,B-
150Nd,1201.03,0.11299999999999999,0.00976,746.0,B-
150Nd,1892.15,0.11299999999999999,0.0070999999999999995,746.0,B-
150Nd,171.4,0.11,0.030199999999999998,746.0,B-
150Nd,1066.57,0.11,0.0601,746.0,B-
150Nd,1285.63,0.11,0.0107,746.0,B-
150Nd,1578.36,0.108,0.00617,746.0,B-
150Nd,268.67,0.107,0.00969,746.0,B-
150Nd,841.07,0.107,0.0184,746.0,B-
150Nd,1314.2,0.107,0.0184,746.0,B-
150Nd,798.2,0.1,0.3,746.0,B-
150Nd,629.74,0.098,0.00958,746.0,B-
150Nd,785.28,0.098,0.00958,746.0,B-
150Nd,900.2,0.098,0.00958,746.0,B-
150Nd,421.8,0.09000000000000001,0.0401,746.0,B-
150Nd,252.23,0.089,0.00948,746.0,B-
150Nd,1316.3,0.089,0.00948,746.0,B-
150Nd,1359.94,0.088,0.00581,746.0,B-
150Nd,1359.94,0.088,0.00581,746.0,B-
150Nd,812.6,0.08399999999999999,0.0133,746.0,B-
150Nd,531.97,0.081,0.0065899999999999995,746.0,B-
150Nd,851.8,0.08,0.0301,746.0,B-
150Nd,1077.12,0.08,0.007500000000000001,746.0,B-
150Nd,1341.58,0.08,0.0065699999999999995,746.0,B-
150Nd,112.15,0.079,0.0133,746.0,B-
150Nd,934.04,0.079,0.0133,746.0,B-
150Nd,488.18,0.077,0.00746,746.0,B-
150Nd,1156.9,0.075,0.018199999999999997,746.0,B-
150Nd,1716.92,0.073,0.00469,746.0,B-
150Nd,1073.1,0.07200000000000001,0.00647,746.0,B-
150Nd,819.75,0.07200000000000001,0.00836,746.0,B-
150Nd,925.5,0.07150000000000001,0.00256,746.0,B-
150Nd,724.28,0.07100000000000001,0.018199999999999997,746.0,B-
150Nd,870.7,0.07100000000000001,0.00931,746.0,B-
150Nd,167.88,0.07100000000000001,0.007390000000000001,746.0,B-
150Nd,858.3,0.07100000000000001,0.011300000000000001,746.0,B-
150Nd,423.56,0.07100000000000001,0.0046500000000000005,746.0,B-
150Nd,445.53,0.07100000000000001,0.00931,746.0,B-
150Nd,789.95,0.07100000000000001,0.00931,746.0,B-
150Nd,904.7,0.07100000000000001,0.018199999999999997,746.0,B-
150Nd,912.5,0.07100000000000001,0.018199999999999997,746.0,B-
150Nd,1287.2,0.07100000000000001,0.00931,746.0,B-
150Nd,912.5,0.07100000000000001,0.018199999999999997,746.0,B-
150Nd,1172.53,0.07100000000000001,0.005540000000000001,746.0,B-
150Nd,427.2,0.06999999999999999,0.0301,746.0,B-
150Nd,874.5,0.06999999999999999,0.00834,746.0,B-
150Nd,1379.12,0.06999999999999999,0.00552,746.0,B-
150Nd,1333.1,0.06899999999999999,0.00643,746.0,B-
150Nd,734.0,0.068,0.018099999999999998,746.0,B-
150Nd,492.24,0.067,0.00641,746.0,B-
150Nd,1395.0,0.066,0.0122,746.0,B-
150Nd,1571.84,0.066,0.00547,746.0,B-
150Nd,490.78,0.06499999999999999,0.00638,746.0,B-
150Nd,1099.95,0.06499999999999999,0.00926,746.0,B-
150Nd,113.88,0.063,0.018099999999999998,746.0,B-
150Nd,673.22,0.063,0.00827,746.0,B-
150Nd,158.79,0.063,0.00636,746.0,B-
150Nd,665.21,0.063,0.0073100000000000005,746.0,B-
150Nd,904.7,0.063,0.018099999999999998,746.0,B-
150Nd,1314.2,0.063,0.00543,746.0,B-
150Nd,1184.2,0.063,0.00924,746.0,B-
150Nd,919.93,0.062,0.00924,746.0,B-
150Nd,1598.04,0.062,0.00541,746.0,B-
150Nd,1566.41,0.061,0.0054,746.0,B-
150Nd,847.12,0.059,0.00824,746.0,B-
150Nd,1232.6,0.059,0.00538,746.0,B-
150Nd,1636.34,0.059,0.0044599999999999996,746.0,B-
150Nd,1786.51,0.059,0.00538,746.0,B-
150Nd,870.7,0.057,0.0092,746.0,B-
150Nd,1731.82,0.057,0.00356,746.0,B-
150Nd,1213.18,0.057,0.00535,746.0,B-
150Nd,507.84,0.056,0.00822,746.0,B-
150Nd,365.35,0.056,0.00919,746.0,B-
150Nd,373.57,0.055,0.0112,746.0,B-
150Nd,1049.5,0.054,0.00918,746.0,B-
150Nd,1810.9,0.054,0.004390000000000001,746.0,B-
150Nd,1383.37,0.052,0.00436,746.0,B-
150Nd,705.85,0.051,0.00528,746.0,B-
150Nd,169.2,0.05,0.0072,746.0,B-
150Nd,612.22,0.05,0.006229999999999999,746.0,B-
150Nd,866.4,0.05,0.0171,746.0,B-
150Nd,1186.7,0.05,0.00434,746.0,B-
150Nd,516.21,0.048,0.00816,746.0,B-
150Nd,456.68,0.048,0.0052499999999999995,746.0,B-
150Nd,486.98,0.046,0.00717,746.0,B-
150Nd,211.36,0.046,0.00717,746.0,B-
150Nd,1269.6,0.046,0.0131,746.0,B-
150Nd,1553.84,0.046,0.00523,746.0,B-
150Nd,643.11,0.045000000000000005,0.00522,746.0,B-
150Nd,773.62,0.045000000000000005,0.009130000000000001,746.0,B-
150Nd,867.6,0.045000000000000005,0.009130000000000001,746.0,B-
150Nd,949.05,0.045000000000000005,0.009130000000000001,746.0,B-
150Nd,1021.05,0.045000000000000005,0.009130000000000001,746.0,B-
150Nd,1475.78,0.045000000000000005,0.00619,746.0,B-
150Nd,1145.9,0.045000000000000005,0.009130000000000001,746.0,B-
150Nd,1156.9,0.045000000000000005,0.018099999999999998,746.0,B-
150Nd,892.7,0.044,0.00813,746.0,B-
150Nd,1040.4,0.044,0.00715,746.0,B-
150Nd,969.2,0.044,0.0101,746.0,B-
150Nd,301.8,0.043000000000000003,0.0121,746.0,B-
150Nd,1070.03,0.043000000000000003,0.0052,746.0,B-
150Nd,1270.9,0.043000000000000003,0.0121,746.0,B-
150Nd,1465.41,0.043000000000000003,0.00425,746.0,B-
150Nd,1003.24,0.041999999999999996,0.0061600000000000005,746.0,B-
150Nd,1807.0,0.041999999999999996,0.00331,746.0,B-
150Nd,165.99,0.041,0.0061600000000000005,746.0,B-
150Nd,881.14,0.041,0.0061600000000000005,746.0,B-
150Nd,753.0,0.04,0.0111,746.0,B-
150Nd,1217.71,0.04,0.005180000000000001,746.0,B-
150Nd,341.95,0.039,0.00712,746.0,B-
150Nd,292.15,0.038,0.009089999999999999,746.0,B-
150Nd,1139.0,0.038,0.00516,746.0,B-
150Nd,1131.6,0.038,0.0111,746.0,B-
150Nd,994.64,0.038,0.0032600000000000003,746.0,B-
150Nd,979.65,0.038,0.0081,746.0,B-
150Nd,1064.0,0.038,0.00516,746.0,B-
150Nd,1296.4,0.038,0.00516,746.0,B-
150Nd,960.5,0.038,0.0111,746.0,B-
150Nd,544.61,0.038,0.00613,746.0,B-
150Nd,1818.74,0.038,0.0032600000000000003,746.0,B-
150Nd,481.92,0.037,0.00613,746.0,B-
150Nd,377.73,0.037,0.0081,746.0,B-
150Nd,1115.4,0.037,0.00613,746.0,B-
150Nd,86.08,0.036000000000000004,0.018000000000000002,746.0,B-
150Nd,518.0,0.036000000000000004,0.0070999999999999995,746.0,B-
150Nd,418.4,0.036000000000000004,0.00612,746.0,B-
150Nd,958.18,0.036000000000000004,0.018000000000000002,746.0,B-
150Nd,676.8,0.036000000000000004,0.018000000000000002,746.0,B-
150Nd,789.95,0.036000000000000004,0.00908,746.0,B-
150Nd,854.0,0.036000000000000004,0.018000000000000002,746.0,B-
150Nd,1118.2,0.036000000000000004,0.00612,746.0,B-
150Nd,1548.9,0.036000000000000004,0.00908,746.0,B-
150Nd,1145.5,0.036000000000000004,0.00908,746.0,B-
150Nd,989.71,0.034999999999999996,0.00514,746.0,B-
150Nd,951.85,0.034999999999999996,0.00809,746.0,B-
150Nd,1329.5,0.034999999999999996,0.00514,746.0,B-
150Nd,1159.4,0.034999999999999996,0.0070999999999999995,746.0,B-
150Nd,1251.6,0.034,0.00513,746.0,B-
150Nd,1445.4,0.033,0.0031999999999999997,746.0,B-
150Nd,1756.82,0.033,0.0031999999999999997,746.0,B-
150Nd,1238.35,0.033,0.00512,746.0,B-
150Nd,334.65,0.032,0.0111,746.0,B-
150Nd,1379.12,0.032,0.00511,746.0,B-
150Nd,391.13,0.031,0.0101,746.0,B-
150Nd,222.18,0.031,0.00906,746.0,B-
150Nd,316.56,0.031,0.00609,746.0,B-
150Nd,741.7,0.031,0.00708,746.0,B-
150Nd,719.6,0.031,0.00906,746.0,B-
150Nd,2018.85,0.031,0.00317,746.0,B-
150Nd,1151.8,0.031,0.00609,746.0,B-
150Nd,1782.36,0.031,0.00317,746.0,B-
150Nd,207.7,0.030000000000000002,0.0051,746.0,B-
150Nd,889.1,0.030000000000000002,0.00608,746.0,B-
150Nd,1752.99,0.030000000000000002,0.0031599999999999996,746.0,B-
150Nd,1425.29,0.030000000000000002,0.0051,746.0,B-
150Nd,284.7,0.029,0.008060000000000001,746.0,B-
150Nd,540.6,0.029,0.00608,746.0,B-
150Nd,206.16,0.029,0.00315,746.0,B-
150Nd,936.8,0.029,0.013,746.0,B-
150Nd,815.4,0.029,0.009049999999999999,746.0,B-
150Nd,715.7,0.029,0.008060000000000001,746.0,B-
150Nd,1507.48,0.029,0.00315,746.0,B-
150Nd,1863.37,0.029,0.00315,746.0,B-
150Nd,337.12,0.028,0.00805,746.0,B-
150Nd,454.6,0.028,0.005090000000000001,746.0,B-
150Nd,886.8,0.028,0.006070000000000001,746.0,B-
150Nd,1255.4,0.028,0.005090000000000001,746.0,B-
150Nd,104.9,0.027,0.009049999999999999,746.0,B-
150Nd,413.5,0.027,0.009049999999999999,746.0,B-
150Nd,344.99,0.027,0.006070000000000001,746.0,B-
150Nd,865.9,0.027,0.009049999999999999,746.0,B-
150Nd,1074.0,0.027,0.013,746.0,B-
150Nd,905.3,0.027,0.009049999999999999,746.0,B-
150Nd,930.4,0.027,0.009049999999999999,746.0,B-
150Nd,1032.4,0.027,0.009049999999999999,746.0,B-
150Nd,1793.84,0.0268,0.0020099999999999996,746.0,B-
150Nd,1485.45,0.0268,0.0012699999999999999,746.0,B-
150Nd,792.4,0.026,0.00705,746.0,B-
150Nd,1191.1,0.026,0.00705,746.0,B-
150Nd,602.4,0.026,0.013,746.0,B-
150Nd,655.0,0.026,0.0050799999999999994,746.0,B-
150Nd,757.9,0.025,0.01,746.0,B-
150Nd,780.7,0.024,0.00605,746.0,B-
150Nd,1647.43,0.024,0.00311,746.0,B-
150Nd,1925.97,0.024,0.00311,746.0,B-
150Nd,1029.05,0.024,0.00506,746.0,B-
150Nd,63.81,0.023,0.01,746.0,B-
150Nd,100.1,0.023,0.00903,746.0,B-
150Nd,1174.9,0.023,0.00605,746.0,B-
150Nd,1908.6,0.0223,0.00195,746.0,B-
150Nd,229.9,0.022,0.00605,746.0,B-
150Nd,232.92,0.022,0.00605,746.0,B-
150Nd,695.7,0.022,0.011,746.0,B-
150Nd,380.1,0.020999999999999998,0.008029999999999999,746.0,B-
150Nd,449.2,0.020999999999999998,0.008029999999999999,746.0,B-
150Nd,625.6,0.020999999999999998,0.00505,746.0,B-
150Nd,1501.8,0.020999999999999998,0.0030800000000000003,746.0,B-
150Nd,682.0,0.020999999999999998,0.008029999999999999,746.0,B-
150Nd,783.4,0.020999999999999998,0.006039999999999999,746.0,B-
150Nd,621.3,0.020999999999999998,0.006039999999999999,746.0,B-
150Nd,1325.9,0.020999999999999998,0.00505,746.0,B-
150Nd,1092.0,0.020999999999999998,0.00505,746.0,B-
150Nd,1224.45,0.020999999999999998,0.00505,746.0,B-
150Nd,1177.7,0.020999999999999998,0.011,746.0,B-
150Nd,1498.95,0.020999999999999998,0.0030800000000000003,746.0,B-
150Nd,1761.77,0.0205,0.00193,746.0,B-
150Nd,310.4,0.02,0.00703,746.0,B-
150Nd,1338.4,0.02,0.00902,746.0,B-
150Nd,1371.4,0.02,0.00406,746.0,B-
150Nd,394.6,0.02,0.008029999999999999,746.0,B-
150Nd,326.3,0.019,0.00603,746.0,B-
150Nd,1627.97,0.0188,0.00191,746.0,B-
150Nd,415.2,0.018000000000000002,0.00902,746.0,B-
150Nd,634.0,0.018000000000000002,0.00504,746.0,B-
150Nd,753.8,0.018000000000000002,0.00902,746.0,B-
150Nd,366.9,0.018000000000000002,0.00703,746.0,B-
150Nd,373.57,0.018000000000000002,0.00902,746.0,B-
150Nd,925.5,0.018000000000000002,0.00902,746.0,B-
150Nd,720.3,0.018000000000000002,0.00902,746.0,B-
150Nd,744.0,0.018000000000000002,0.00902,746.0,B-
150Nd,1618.6,0.018000000000000002,0.00902,746.0,B-
150Nd,848.0,0.018000000000000002,0.00902,746.0,B-
150Nd,1066.57,0.018000000000000002,0.00902,746.0,B-
150Nd,1021.05,0.018000000000000002,0.00902,746.0,B-
150Nd,1032.4,0.018000000000000002,0.00902,746.0,B-
150Nd,1051.0,0.018000000000000002,0.00902,746.0,B-
150Nd,1082.7,0.018000000000000002,0.00902,746.0,B-
150Nd,1080.09,0.018000000000000002,0.00902,746.0,B-
150Nd,1186.0,0.018000000000000002,0.00504,746.0,B-
150Nd,1123.5,0.018000000000000002,0.00902,746.0,B-
150Nd,1201.03,0.018000000000000002,0.00902,746.0,B-
150Nd,1125.4,0.018000000000000002,0.00902,746.0,B-
150Nd,668.1,0.018000000000000002,0.00504,746.0,B-
150Nd,430.2,0.018000000000000002,0.00504,746.0,B-
150Nd,1703.65,0.017900000000000003,0.0019,746.0,B-
150Nd,600.8,0.017,0.00603,746.0,B-
150Nd,1084.0,0.017,0.00503,746.0,B-
150Nd,527.6,0.017,0.00503,746.0,B-
150Nd,1276.9,0.017,0.00503,746.0,B-
150Nd,999.5,0.017,0.007019999999999999,746.0,B-
150Nd,983.5,0.017,0.007019999999999999,746.0,B-
150Nd,1894.0,0.017,0.00305,746.0,B-
150Nd,605.8,0.016,0.00503,746.0,B-
150Nd,383.2,0.016,0.007019999999999999,746.0,B-
150Nd,592.4,0.016,0.00503,746.0,B-
150Nd,1308.5,0.016,0.00404,746.0,B-
150Nd,801.0,0.016,0.00602,746.0,B-
150Nd,1349.3,0.016,0.00602,746.0,B-
150Nd,985.3,0.016,0.007019999999999999,746.0,B-
150Nd,125.74,0.016,0.01,746.0,B-
150Nd,362.7,0.015000000000000001,0.00602,746.0,B-
150Nd,465.6,0.015000000000000001,0.007019999999999999,746.0,B-
150Nd,1387.1,0.015000000000000001,0.004030000000000001,746.0,B-
150Nd,1346.55,0.015000000000000001,0.00503,746.0,B-
150Nd,954.4,0.015000000000000001,0.007019999999999999,746.0,B-
150Nd,823.2,0.015000000000000001,0.007019999999999999,746.0,B-
150Nd,1533.6,0.0143,0.0018599999999999999,746.0,B-
150Nd,1592.5,0.0143,0.0018599999999999999,746.0,B-
150Nd,639.0,0.014,0.00602,746.0,B-
150Nd,687.5,0.014,0.00502,746.0,B-
150Nd,1282.2,0.014,0.00502,746.0,B-
150Nd,1639.79,0.0134,0.00101,746.0,B-
150Nd,1010.8,0.013,0.00901,746.0,B-
150Nd,1213.18,0.013,0.00901,746.0,B-
150Nd,702.8,0.013,0.00502,746.0,B-
150Nd,777.1,0.013,0.00502,746.0,B-
150Nd,787.2,0.013,0.00502,746.0,B-
150Nd,1111.0,0.013,0.00502,746.0,B-
150Nd,866.4,0.013,0.00901,746.0,B-
150Nd,967.58,0.013,0.00502,746.0,B-
150Nd,731.9,0.013,0.00502,746.0,B-
150Nd,163.6,0.013,0.00502,746.0,B-
150Nd,1473.6,0.013,0.0030299999999999997,746.0,B-
150Nd,1264.3,0.013,0.0030299999999999997,746.0,B-
150Nd,1698.42,0.0125,0.00185,746.0,B-
150Nd,615.9,0.012,0.00502,746.0,B-
150Nd,1260.86,0.012,0.0030299999999999997,746.0,B-
150Nd,1673.2,0.011600000000000001,0.00184,746.0,B-
150Nd,580.2,0.011,0.0050100000000000006,746.0,B-
150Nd,573.0,0.011,0.0050100000000000006,746.0,B-
150Nd,1470.8,0.011,0.0030199999999999997,746.0,B-
150Nd,94.4,0.0107,0.00184,746.0,B-
150Nd,1848.55,0.0107,0.0009689999999999999,746.0,B-
150Nd,1737.75,0.0107,0.00184,746.0,B-
150Nd,97.87,0.01,0.0050100000000000006,746.0,B-
150Nd,1366.1,0.01,0.030000000000000002,746.0,B-
150Nd,1350.4,0.01,0.05,746.0,B-
150Nd,1788.4,0.0098,0.00183,746.0,B-
150Nd,1873.1,0.0098,0.000958,746.0,B-
150Nd,1686.3,0.0098,0.000958,746.0,B-
150Nd,1877.6,0.0098,0.000958,746.0,B-
150Nd,872.5,0.009000000000000001,0.00901,746.0,B-
150Nd,873.1,0.009000000000000001,0.00901,746.0,B-
150Nd,323.8,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,391.7,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,444.7,0.009000000000000001,0.00901,746.0,B-
150Nd,551.1,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,751.0,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,935.1,0.009000000000000001,0.00901,746.0,B-
150Nd,924.4,0.009000000000000001,0.00901,746.0,B-
150Nd,950.8,0.009000000000000001,0.00901,746.0,B-
150Nd,1346.55,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,945.5,0.009000000000000001,0.00901,746.0,B-
150Nd,1147.8,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,1030.5,0.009000000000000001,0.00901,746.0,B-
150Nd,1035.4,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,1234.1,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,435.9,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,1118.2,0.009000000000000001,0.00901,746.0,B-
150Nd,1079.5,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,1332.3,0.009000000000000001,0.0050100000000000006,746.0,B-
150Nd,1742.4,0.0089,0.000948,746.0,B-
150Nd,1854.55,0.008,0.0009390000000000001,746.0,B-
150Nd,1903.35,0.008,0.0009390000000000001,746.0,B-
150Nd,1439.0,0.008,0.0050100000000000006,746.0,B-
150Nd,1693.0,0.008,0.008,746.0,B-
150Nd,1795.1,0.0070999999999999995,0.00182,746.0,B-
150Nd,2010.92,0.0070999999999999995,0.000931,746.0,B-
150Nd,297.3,0.007,0.0050100000000000006,746.0,B-
150Nd,837.5,0.007,0.00401,746.0,B-
150Nd,479.3,0.007,0.0050100000000000006,746.0,B-
150Nd,1012.7,0.007,0.0050100000000000006,746.0,B-
150Nd,1427.6,0.007,0.0050100000000000006,746.0,B-
150Nd,727.5,0.007,0.0050100000000000006,746.0,B-
150Nd,1057.8,0.007,0.0050100000000000006,746.0,B-
150Nd,1393.0,0.007,0.00401,746.0,B-
150Nd,1350.4,0.007,0.0050100000000000006,746.0,B-
150Nd,1128.7,0.007,0.00301,746.0,B-
150Nd,1414.9,0.0063,0.00181,746.0,B-
150Nd,1622.8,0.0063,0.00181,746.0,B-
150Nd,1584.6,0.0063,0.00181,746.0,B-
150Nd,1835.99,0.0063,0.0009239999999999999,746.0,B-
150Nd,1490.93,0.0063,0.00181,746.0,B-
150Nd,1767.45,0.0063,0.0009239999999999999,746.0,B-
150Nd,2023.16,0.0063,0.0009239999999999999,746.0,B-
150Nd,503.8,0.006,0.00401,746.0,B-
150Nd,1461.6,0.006,0.005,746.0,B-
150Nd,1165.5,0.006,0.00301,746.0,B-
150Nd,1855.8,0.006,0.00301,746.0,B-
150Nd,1829.4,0.0054,0.0009180000000000001,746.0,B-
150Nd,746.5,0.005,0.004,746.0,B-
150Nd,709.3,0.005,0.005,746.0,B-
150Nd,1045.0,0.005,0.004,746.0,B-
150Nd,1446.4,0.005,0.004,746.0,B-
150Nd,969.2,0.005,0.004,746.0,B-
150Nd,1357.0,0.0045000000000000005,0.00181,746.0,B-
150Nd,2106.96,0.0045000000000000005,0.000913,746.0,B-
150Nd,2118.94,0.0045000000000000005,0.000913,746.0,B-
150Nd,648.4,0.004,0.003,746.0,B-
150Nd,1708.5,0.004,0.003,746.0,B-
150Nd,498.0,0.004,0.003,746.0,B-
150Nd,650.8,0.004,0.003,746.0,B-
150Nd,459.8,0.0036,0.0018,746.0,B-
150Nd,1678.4,0.0036,0.0009080000000000001,746.0,B-
150Nd,1703.65,0.0036,0.0018,746.0,B-
150Nd,1044.3,0.0036,0.0018,746.0,B-
150Nd,1993.8,0.0036,0.0009080000000000001,746.0,B-
150Nd,1206.6,0.0036,0.0018,746.0,B-
150Nd,1451.5,0.0027,0.0018,746.0,B-
150Nd,1585.8,0.0027,0.0018,746.0,B-
150Nd,1973.3,0.0027,0.000905,746.0,B-
150Nd,1998.1,0.0027,0.000905,746.0,B-
150Nd,1797.4,0.0027,0.000905,746.0,B-
150Nd,1611.5,0.0027,0.0018,746.0,B-
150Nd,2204.2,0.0027,0.000905,746.0,B-
150Nd,1351.7,0.0018,0.000902,746.0,B-
150Nd,1825.4,0.0018,0.000902,746.0,B-
150Nd,1800.9,0.0018,0.000902,746.0,B-
150Nd,1938.0,0.0018,0.000902,746.0,B-
150Nd,2038.1,0.0018,0.000902,746.0,B-
150Nd,2053.1,0.0018,0.000902,746.0,B-
150Nd,1989.3,0.0018,0.000902,746.0,B-
150Nd,1457.6,0.0018,0.0018,746.0,B-
150Nd,2093.5,0.0018,0.000902,746.0,B-
150Nd,2268.5,0.0009,0.000901,746.0,B-
150Nd,2303.8,0.0009,0.000901,746.0,B-
151Eu,841.57,223000.0,5000.0,33500.0,EC
151Eu,963.39,183000.0,1600.0,33500.0,EC
151Eu,121.782,110000.0,3000.0,33500.0,EC
151Eu,344.279,37300.0,401.0,33500.0,B-
151Eu,1314.67,14600.0,210.0,33500.0,B-
151Eu,1389.0,11800.0,400.0,33500.0,EC
151Eu,970.35,9200.0,300.0,33500.0,B-
151Eu,562.93,3450.0,50.0,33500.0,EC
151Eu,961.06,3120.0,160.0,33500.0,EC
151Eu,870.13,1380.0,30.0,33500.0,EC
151Eu,89.847,1300.0,0.808,5760.0,IT
151Eu,271.131,1160.0,40.0,33500.0,B-
151Eu,699.27,1100.0,30.0,33500.0,B-
151Eu,995.87,1070.0,22.0,33500.0,EC
151Eu,703.54,1030.0,40.0,33500.0,B-
151Eu,688.67,1020.0,30.0,33500.0,EC
151Eu,1411.7,690.0,11.0,33500.0,B-
151Eu,810.451,392.0,18.0,33500.0,EC
151Eu,244.697,390.0,9.0,33500.0,EC
151Eu,443.96,388.0,18.0,33500.0,EC
151Eu,119.5,374.0,20.0,33500.0,EC
151Eu,117.37,260.0,30.0,33500.0,B-
151Eu,586.265,199.0,13.0,33500.0,B-
151Eu,700.3,170.0,30.0,33500.0,EC
151Eu,272.41,158.0,16.0,33500.0,EC
151Eu,547.35,145.0,18.0,33500.0,EC
151Eu,845.4,139.0,21.0,33500.0,B-
151Eu,1558.73,123.0,7.0,33500.0,EC
151Eu,1510.83,100.0,7.0,33500.0,EC
151Eu,1168.16,94.0,22.0,33500.0,EC
151Eu,1680.52,82.0,5.0,33500.0,EC
151Eu,605.0,62.0,25.0,33500.0,EC
151Eu,1755.94,40.0,2.1,33500.0,B-
151Eu,930.58,35.7,2.1,33500.0,B-
151Eu,778.904,29.0,13.0,33500.0,B-
151Eu,1460.64,25.0,7.0,33500.0,B-
151Eu,18.21,24.0,4.0,5760.0,IT
151Eu,152.9,22.0,7.0,33500.0,EC
151Eu,266.91,18.0,9.0,33500.0,B-
151Eu,632.8,18.0,11.0,33500.0,B-
151Eu,1116.0,15.0,9.0,33500.0,B-
151Eu,1290.0,14.0,1.3,33500.0,EC
151Eu,77.23,13.100000000000001,0.9,5760.0,IT
151Eu,191.6,11.0,7.0,33500.0,B-
151Eu,412.0,11.0,7.0,33500.0,B-
151Eu,646.9,11.0,7.0,33500.0,B-
151Eu,825.5,11.0,7.0,33500.0,B-
151Eu,826.01,11.0,7.0,33500.0,EC
151Eu,764.9,7.0,4.0,33500.0,B-
151Eu,12.598,5.5,0.5,5760.0,IT
151Eu,1109.174,4.3,2.1,33500.0,B-
151Eu,367.789,2.0,0.9,33500.0,B-
151Eu,220.8,2.0,2.0,33500.0,EC
151Eu,175.0,0.9600000000000001,0.09000000000000001,33500.0,B-
151Eu,494.0,0.32,0.16,33500.0,B-
151Eu,192.6,0.015000000000000001,0.007,33500.0,B-
154Sm,104.32,1430.0,40.0,1340.0,B-
154Sm,245.73,72.0,0.0,1340.0,B-
154Sm,141.411,38.0,1.4,1340.0,B-
154Sm,25.69,10.0,1.4,1340.0,B-
154Sm,78.65,4.87,0.21000000000000002,1340.0,B-
154Sm,61.55,4.3,0.4,1340.0,B-
154Sm,522.54,2.9,0.3,1340.0,B-
154Sm,1301.2,1.5,0.13999999999999999,1340.0,B-
154Sm,138.3,1.4,0.4,1340.0,B-
154Sm,460.8,1.25,0.18000000000000002,1340.0,B-
154Sm,664.0,1.15,0.13999999999999999,1340.0,B-
154Sm,228.7,1.0,0.13999999999999999,1340.0,B-
154Gd,86.545,0.74,0.25,0.032,IT
154Sm,169.1,0.7200000000000001,0.21000000000000002,1340.0,B-
154Sm,167.16,0.7200000000000001,0.13999999999999999,1340.0,B-
154Sm,203.1,0.7200000000000001,0.06999999999999999,1340.0,B-
154Sm,1223.0,0.43,0.04,1340.0,B-
154Sm,571.8,0.36000000000000004,0.06999999999999999,1340.0,B-
154Sm,631.2,0.33,0.09000000000000001,1340.0,B-
154Sm,1002.7,0.32,0.04,1340.0,B-
154Sm,1159.7,0.25,0.05,1340.0,B-
154Sm,426.2,0.24000000000000002,0.04,1340.0,B-
154Sm,510.2,0.24000000000000002,0.030000000000000002,1340.0,B-
154Sm,997.9,0.24000000000000002,0.060000000000000005,1340.0,B-
154Sm,603.8,0.21000000000000002,0.06999999999999999,1340.0,B-
154Sm,307.3,0.2,0.05,1340.0,B-
154Sm,90.1,0.18000000000000002,0.04,1340.0,B-
154Sm,932.9,0.18000000000000002,0.04,1340.0,B-
154Sm,195.7,0.16,0.04,1340.0,B-
154Sm,64.5,0.13999999999999999,0.030000000000000002,1340.0,B-
