Isotope,Energy (keV),XS or I,Info
59Ni,1419.4,0.1188,"(n,g) I-S"
59Ni,1113.9,0.1188,"(n,g) I-S"
59Ni,1632.99,0.1188,"(n,g) I-S"
59Ni,3589,0.1143,"(n,g) I-P"
59Ni,4678.3,0.1121,"(n,g) I-S"
59Ni,3658.9,0.1121,"(n,g) I-S"
59Ni,3983.6,0.1121,"(n,g) I-S"
59Ni,749.7,0.1121,"(n,g) I-S"
59Ni,3794.8,0.1099,"(n,g) I-S"
59Ni,1474.6,0.1099,"(n,g) I-S"
59Ni,1786.9,0.1099,"(n,g) I-S"
59Ni,5173.6,0.1099,"(n,g) I-S"
59Ni,4048.2,0.1076,"(n,g) I-P"
59Ni,2040.85,0.1076,"(n,g) I-P"
59Ni,3354.5,0.1076,"(n,g) I-S"
59Ni,2317.65,0.1076,"(n,g) I-S"
59Ni,4617.2,0.1076,"(n,g) I-S"
59Ni,2311,0.1076,"(n,g) I-P"
59Ni,913.63,0.1054,"(n,g) I-S"
59Ni,4744.7,0.1054,"(n,g) I-S"
59Ni,4356.6,0.1031,"(n,g) I-S"
59Ni,1154.82,0.1031,"(n,g) I-S"
59Ni,3895.4,0.1009,"(n,g) I-S"
59Ni,1380.4,0.1009,"(n,g) I-S"
59Ni,3641.1,0.1009,"(n,g) I-S"
59Ni,3167.7,0.1009,"(n,g) I-S"
59Ni,1308.16,0.0987,"(n,g) I-S"
59Ni,3276.32,0.0987,"(n,g) I-S"
59Ni,8117.6,0.0987,"(n,g) I-P"
59Ni,2547.35,0.0964,"(n,g) I-S"
59Ni,7689.5,0.0964,"(n,g) I-S"
59Ni,3892.4,0.0964,"(n,g) I-P"
59Ni,1159.09,0.0964,"(n,g) I-S"
59Ni,4683,0.0964,"(n,g) I-S"
59Ni,4906.1,0.0964,"(n,g) I-S"
59Ni,3517.3,0.0942,"(n,g) I-S"
59Ni,3393.05,0.0942,"(n,g) I-S"
59Ni,3913.7,0.0942,"(n,g) I-P"
59Ni,3939.5,0.0942,"(n,g) I-S"
59Ni,4693.6,0.0942,"(n,g) I-S"
59Ni,4390.4,0.0942,"(n,g) I-P"
59Ni,3973.4,0.0942,"(n,g) I-P"
59Ni,2418.65,0.0942,"(n,g) I-S"
59Ni,4111.6,0.0919,"(n,g) I-S"
59Ni,2607.1,0.0919,"(n,g) I-S"
59Ni,3817.7,0.0897,"(n,g) I-S"
59Ni,1562.8,0.0897,"(n,g) I-S"
59Ni,3596.4,0.0897,"(n,g) I-S"
59Ni,5059.8,0.0897,"(n,g) I-P"
59Ni,2392.6,0.0897,"(n,g) I-S"
59Ni,5306.7,0.0897,"(n,g) I-S"
59Ni,2822.3,0.0897,"(n,g) I-P"
59Ni,4430.3,0.0897,"(n,g) I-S"
59Ni,2770.5,0.0874,"(n,g) I-S"
59Ni,5944.3,0.0874,"(n,g) I-S"
59Ni,1485.94,0.0874,"(n,g) I-S"
59Ni,3703.4,0.0874,"(n,g) I-P"
59Ni,2721.59,0.0852,"(n,g) I-P"
59Ni,3296.3,0.0852,"(n,g) I-S"
59Ni,2883,0.083,"(n,g) I-P"
59Ni,693.57,0.083,"(n,g) I-S"
59Ni,4631.2,0.0807,"(n,g) I-P"
59Ni,1248.86,0.0807,"(n,g) I-S"
59Ni,5611.8,0.0807,"(n,g) I-S"
59Ni,5472.8,0.0807,"(n,g) I-S"
59Ni,5527.4,0.0785,"(n,g) I-P"
59Ni,5723,0.0785,"(n,g) I-S"
59Ni,1385.97,0.0785,"(n,g) I-S"
59Ni,1381.8,0.0785,"(n,g) I-S"
59Ni,3302.11,0.0785,"(n,g) I-S"
59Ni,2152.6,0.0785,"(n,g) I-S"
59Ni,4279.8,0.0762,"(n,g) I-S"
59Ni,3625.6,0.0762,"(n,g) I-P"
59Ni,5889.9,0.074,"(n,g) I-S"
59Ni,6382.3,0.074,"(n,g) I-S"
59Ni,119.9,0.074,"(n,g) I-S"
59Ni,3129.6,0.074,"(n,g) I-S"
59Ni,2907.5,0.074,"(n,g) I-S"
59Ni,3836.1,0.074,"(n,g) I-P"
59Ni,1451.88,0.074,"(n,g) I-S"
59Ni,1497.91,0.074,"(n,g) I-S"
59Ni,2525.4,0.074,"(n,g) I-S"
59Ni,6162.5,0.0717,"(n,g) I-S"
59Ni,2633.3,0.0717,"(n,g) I-S"
59Ni,6351.2,0.0717,"(n,g) I-S"
59Ni,2493.8,0.0717,"(n,g) I-S"
59Ni,4819.9,0.0717,"(n,g) I-P"
59Ni,5046.4,0.0717,"(n,g) I-S"
59Ni,3697.7,0.0717,"(n,g) I-P"
59Ni,5005.5,0.0695,"(n,g) I-P"
59Ni,5097.8,0.0695,"(n,g) I-S"
59Ni,1888.4,0.0695,"(n,g) I-S"
59Ni,1684.4,0.0695,"(n,g) I-S"
59Ni,2334.4,0.0695,"(n,g) I-S"
59Ni,3700.9,0.0695,"(n,g) I-S"
59Ni,4348.2,0.0695,"(n,g) I-S"
59Ni,3233,0.0673,"(n,g) I-S"
59Ni,4639.1,0.0673,"(n,g) I-S"
59Ni,2375.6,0.0673,"(n,g) I-S"
59Ni,5245.5,0.0673,"(n,g) I-S"
59Ni,3040.5,0.0673,"(n,g) I-S"
59Ni,739.2,0.0673,"(n,g) I-S"
59Ni,7473,0.0673,"(n,g) I-S"
59Ni,1491.5,0.0673,"(n,g) I-S"
59Ni,2627.4,0.065,"(n,g) I-S"
59Ni,5184.9,0.065,"(n,g) I-S"
59Ni,1766.5,0.065,"(n,g) I-S"
59Ni,1510.83,0.0628,"(n,g) I-S"
59Ni,5468.5,0.0628,"(n,g) I-P"
59Ni,5452.1,0.0628,"(n,g) I-S"
59Ni,1296.3,0.0628,"(n,g) I-S"
59Ni,5132.6,0.0628,"(n,g) I-S"
59Ni,229.62,0.0605,"(n,g) I-S"
59Ni,7761.6,0.0605,"(n,g) I-S"
59Ni,4080,0.0605,"(n,g) I-S"
59Ni,3359.5,0.0605,"(n,g) I-S"
59Ni,2198.1,0.0605,"(n,g) I-S"
59Ni,1358.67,0.0605,"(n,g) I-P"
59Ni,751.9,0.0583,"(n,g) I-S"
59Ni,2613.9,0.0583,"(n,g) I-S"
59Ni,4255.6,0.0583,"(n,g) I-S"
59Ni,2749.5,0.0583,"(n,g) I-P"
59Ni,1643.6,0.0583,"(n,g) I-S"
59Ni,2846.9,0.0583,"(n,g) I-S"
59Ni,355.67,0.0583,"(n,g) I-S"
59Ni,7032.9,0.0583,"(n,g) I-S"
59Ni,702.11,0.0561,"(n,g) I-S"
59Ni,5419.5,0.0561,"(n,g) I-P"
59Ni,7951.4,0.0561,"(n,g) I-S"
59Ni,3955.2,0.0561,"(n,g) I-S"
59Ni,2282,0.0561,"(n,g) I-S"
59Ni,3352.8,0.0561,"(n,g) I-S"
59Ni,4370.7,0.0561,"(n,g) I-S"
59Ni,3002.5,0.0561,"(n,g) I-S"
59Ni,2320.7,0.0561,"(n,g) I-S"
59Ni,2601.5,0.0561,"(n,g) I-S"
59Ni,5759.1,0.0538,"(n,g) I-S"
59Ni,277.38,0.0538,"(n,g) I-S"
59Ni,5983.4,0.0538,"(n,g) I-S"
59Ni,4871.7,0.0538,"(n,g) I-P"
59Ni,3632.4,0.0538,"(n,g) I-S"
59Ni,5952.4,0.0538,"(n,g) I-S"
59Ni,2938.6,0.0538,"(n,g) I-S"
59Ni,3369.4,0.0516,"(n,g) I-S"
59Ni,3487.1,0.0516,"(n,g) I-S"
59Ni,839.08,0.0516,"(n,g) I-S"
59Ni,3062.5,0.0516,"(n,g) I-S"
59Ni,2341.9,0.0516,"(n,g) I-P"
59Ni,5886.3,0.0516,"(n,g) I-S"
59Ni,1878,0.0493,"(n,g) I-S"
59Ni,4492.3,0.0493,"(n,g) I-S"
59Ni,1628.9,0.0493,"(n,g) I-S"
59Ni,5287.8,0.0493,"(n,g) I-S"
59Ni,964.8,0.0493,"(n,g) I-S"
59Ni,7915.1,0.0493,"(n,g) I-S"
59Ni,868.06,0.0493,"(n,g) I-S"
59Ni,4077.6,0.0493,"(n,g) I-S"
59Ni,5578.7,0.0493,"(n,g) I-S"
59Ni,1244.93,0.0471,"(n,g) I-S"
59Ni,1064.2,0.0471,"(n,g) I-S"
59Ni,2797.7,0.0471,"(n,g) I-S"
59Ni,1472.6,0.0471,"(n,g) I-S"
59Ni,4204,0.0471,"(n,g) I-S"
59Ni,5640.4,0.0448,"(n,g) I-S"
59Ni,555.81,0.0448,"(n,g) I-S"
59Ni,727.07,0.0448,"(n,g) I-S"
59Ni,758.5,0.0448,"(n,g) I-S"
59Ni,851.9,0.0448,"(n,g) I-S"
59Ni,3603.4,0.0448,"(n,g) I-S"
59Ni,8504.2,0.0448,"(n,g) I-S"
59Ni,3264,0.0426,"(n,g) I-S"
59Ni,3288.5,0.0426,"(n,g) I-S"
59Ni,1306.5,0.0426,"(n,g) I-S"
59Ni,4305.2,0.0426,"(n,g) I-S"
59Ni,7275.9,0.0426,"(n,g) I-P"
59Ni,660.27,0.0426,"(n,g) I-S"
59Ni,2496.9,0.0426,"(n,g) I-S"
59Ni,2028.5,0.0426,"(n,g) I-S"
59Ni,5933.3,0.0404,"(n,g) I-S"
59Ni,2831.3,0.0404,"(n,g) I-S"
59Ni,1434,0.0404,"(n,g) I-P"
59Ni,1829.9,0.0404,"(n,g) I-S"
59Ni,4180.5,0.0404,"(n,g) I-P"
59Ni,5875.2,0.0381,"(n,g) I-S"
59Ni,1404.4,0.0381,"(n,g) I-S"
59Ni,6003.9,0.0381,"(n,g) I-S"
59Ni,2572.2,0.0381,"(n,g) I-S"
59Ni,1621.2,0.0381,"(n,g) I-S"
59Ni,3046.7,0.0381,"(n,g) I-S"
59Ni,305.7,0.0359,"(n,g) I-S"
59Ni,1816.1,0.0359,"(n,g) I-S"
59Ni,158.34,0.0359,"(n,g) I-S"
59Ni,3058,0.0359,"(n,g) I-S"
59Ni,841.2,0.0359,"(n,g) I-S"
59Ni,5911.3,0.0359,"(n,g) I-P"
59Ni,883.1,0.0359,"(n,g) I-S"
59Ni,5659.9,0.0336,"(n,g) I-S"
59Ni,1194.4,0.0336,"(n,g) I-S"
59Ni,3101.2,0.0336,"(n,g) I-P"
59Ni,1564.6,0.0336,"(n,g) I-S"
59Ni,2593.3,0.0336,"(n,g) I-S"
59Ni,215.16,0.0336,"(n,g) I-S"
59Ni,853.8,0.0336,"(n,g) I-S"
59Ni,5157.9,0.0336,"(n,g) I-S"
59Ni,216.95,0.0314,"(n,g) I-S"
59Ni,541,0.0314,"(n,g) I-S"
59Ni,5967.5,0.0314,"(n,g) I-S"
59Ni,604.62,0.0314,"(n,g) I-S"
59Ni,6067.2,0.0314,"(n,g) I-S"
59Ni,2578.2,0.0314,"(n,g) I-S"
59Ni,1568,0.0314,"(n,g) I-S"
59Ni,1741.3,0.0291,"(n,g) I-S"
59Ni,139.11,0.0291,"(n,g) I-S"
59Ni,770.3,0.0247,"(n,g) I-S"
59Ni,805.6,0.0247,"(n,g) I-S"
59Ni,983.9,0.0247,"(n,g) I-S"
59Ni,123.65,0.0247,"(n,g) I-S"
59Ni,1399.4,0.0224,"(n,g) I-S"
59Ni,569.5,0.0202,"(n,g) I-S"
59Ni,431.9,0.0202,"(n,g) I-S"
59Ni,1392.3,0.0202,"(n,g) I-S"
59Ni,493.3,0.0179,"(n,g) I-S"
59Ni,667.4,0.0157,"(n,g) I-S"
60Ni,7819.56,100,"(n,g) I-P"
60Ni,282.99,65.6958,"(n,g) I-S"
60Ni,7536.62,57.0388,"(n,g) I-P"
60Ni,5695.86,12.7023,"(n,g) I-P"
60Ni,2123.9,11.7799,"(n,g) I-S"
60Ni,6719.97,4.5146,"(n,g) I-P"
60Ni,1185.29,4.2557,"(n,g) I-S"
60Ni,816.7,3.1311,"(n,g) I-S"
60Ni,67.42,2.6618,"(n,g) I-S"
60Ni,6634.4,2.3867,"(n,g) I-P"
60Ni,1099.67,2.233,"(n,g) I-S"
60Ni,656.02,1.6497,"(n,g) I-S"
60Ni,4675.05,1.6424,"(n,g) I-P"
60Ni,938.62,1.3172,"(n,g) I-S"
60Ni,4404.82,1.3107,"(n,g) I-P"
60Ni,4150.92,0.9547,"(n,g) I-P"
60Ni,4588.26,0.9466,"(n,g) I-P"
60Ni,4108.52,0.8495,"(n,g) I-P"
60Ni,3580.18,0.7929,"(n,g) I-P"
60Ni,3385.92,0.7468,"(n,g) I-S"
60Ni,908.59,0.6197,"(n,g) I-S"
60Ni,3711.42,0.5502,"(n,g) I-S"
60Ni,2861.95,0.5332,"(n,g) I-S"
60Ni,1032.25,0.4903,"(n,g) I-S"
60Ni,1132.4,0.4765,"(n,g) I-S"
60Ni,3949.97,0.4539,"(n,g) I-P"
60Ni,4239.66,0.4393,"(n,g) I-S"
60Ni,529.27,0.4345,"(n,g) I-S"
60Ni,3132.05,0.4126,"(n,g) I-S"
60Ni,3415.04,0.4086,"(n,g) I-S"
60Ni,4757.86,0.4029,"(n,g) I-P"
60Ni,1840.94,0.3867,"(n,g) I-S"
60Ni,2045.32,0.3851,"(n,g) I-S"
60Ni,373.07,0.3455,"(n,g) I-S"
60Ni,5055.02,0.3414,"(n,g) I-P"
60Ni,3144.7,0.3309,"(n,g) I-S"
60Ni,5180.36,0.318,"(n,g) I-P"
60Ni,2639.44,0.3155,"(n,g) I-S"
60Ni,3869.83,0.3083,"(n,g) I-S"
60Ni,2099.27,0.2702,"(n,g) I-S"
60Ni,1065.01,0.2662,"(n,g) I-S"
60Ni,2406.05,0.2621,"(n,g) I-S"
60Ni,3583.47,0.2508,"(n,g) I-S"
60Ni,3687.24,0.2427,"(n,g) I-S"
60Ni,2933.8,0.2395,"(n,g) I-S"
60Ni,3012.66,0.2338,"(n,g) I-S"
60Ni,4043.33,0.2152,"(n,g) I-P"
60Ni,2707.58,0.2104,"(n,g) I-S"
60Ni,1542.42,0.2023,"(n,g) I-S"
60Ni,2783.8,0.195,"(n,g) I-P"
60Ni,3380.29,0.1926,"(n,g) I-P"
60Ni,3231.47,0.1926,"(n,g) I-S"
60Ni,588.59,0.1885,"(n,g) I-S"
60Ni,4957.1,0.178,"(n,g) I-P"
60Ni,1662,0.1723,"(n,g) I-S"
60Ni,1446.71,0.1683,"(n,g) I-S"
60Ni,1610,0.165,"(n,g) I-S"
60Ni,1729.74,0.1642,"(n,g) I-S"
60Ni,1621.86,0.1634,"(n,g) I-S"
60Ni,1215.35,0.1618,"(n,g) I-S"
60Ni,3531.51,0.1618,"(n,g) I-S"
60Ni,4294.44,0.161,"(n,g) I-P"
60Ni,3640.99,0.1578,"(n,g) I-P"
60Ni,3242.59,0.1513,"(n,g) I-S"
60Ni,1073.52,0.1497,"(n,g) I-S"
60Ni,394.33,0.1432,"(n,g) I-S"
60Ni,1959.71,0.1432,"(n,g) I-S"
60Ni,3062.16,0.1416,"(n,g) I-S"
60Ni,4081.6,0.1327,"(n,g) I-P"
60Ni,3305.3,0.1311,"(n,g) I-P"
60Ni,2764.69,0.1294,"(n,g) I-S"
60Ni,841.2,0.1181,"(n,g) I-S"
60Ni,2816.95,0.1173,"(n,g) I-S"
60Ni,1998.1,0.1165,"(n,g) I-S"
60Ni,3974.37,0.1125,"(n,g) I-S"
60Ni,2759.38,0.1108,"(n,g) I-S"
60Ni,2436.14,0.1084,"(n,g) I-S"
60Ni,2856.48,0.1076,"(n,g) I-S"
60Ni,3106.8,0.1052,"(n,g) I-S"
60Ni,7163.9,0.1052,"(n,g) I-P"
60Ni,902.27,0.1028,"(n,g) I-S"
60Ni,2703.38,0.1011,"(n,g) I-P"
60Ni,1024.27,0.0987,"(n,g) I-S"
60Ni,3709.3,0.0971,"(n,g) I-S"
60Ni,2126.9,0.0963,"(n,g) I-S"
60Ni,2823.07,0.0955,"(n,g) I-S"
60Ni,3398.6,0.0939,"(n,g) I-S"
60Ni,2488.84,0.0939,"(n,g) I-S"
60Ni,1843.87,0.093,"(n,g) I-S"
60Ni,1685.54,0.0914,"(n,g) I-S"
60Ni,2108.99,0.0906,"(n,g) I-S"
60Ni,2429.15,0.0898,"(n,g) I-P"
60Ni,2482.07,0.089,"(n,g) I-S"
60Ni,1778.83,0.0882,"(n,g) I-S"
60Ni,3027.02,0.0858,"(n,g) I-P"
60Ni,4111.5,0.085,"(n,g) I-S"
60Ni,2611.73,0.0817,"(n,g) I-S"
60Ni,2229.84,0.0777,"(n,g) I-S"
60Ni,1021.06,0.0769,"(n,g) I-S"
60Ni,2387.21,0.0761,"(n,g) I-S"
60Ni,2698.22,0.0761,"(n,g) I-S"
60Ni,1665,0.0744,"(n,g) I-S"
60Ni,3054.36,0.0744,"(n,g) I-S"
60Ni,2579.84,0.0736,"(n,g) I-S"
60Ni,1415.43,0.0728,"(n,g) I-S"
60Ni,3644,0.0728,"(n,g) I-S"
60Ni,2575.63,0.072,"(n,g) I-S"
60Ni,4818.8,0.072,"(n,g) I-S"
60Ni,1454.8,0.0704,"(n,g) I-S"
60Ni,820.9,0.0704,"(n,g) I-S"
60Ni,2207,0.0696,"(n,g) I-S"
60Ni,3164.49,0.068,"(n,g) I-S"
60Ni,5112.1,0.068,"(n,g) I-P"
60Ni,4514.6,0.0672,"(n,g) I-S"
60Ni,4439.2,0.0672,"(n,g) I-S"
60Ni,947.9,0.0663,"(n,g) I-S"
60Ni,2315.35,0.0663,"(n,g) I-S"
60Ni,2093.1,0.0655,"(n,g) I-S"
60Ni,2012.47,0.0655,"(n,g) I-S"
60Ni,3382.3,0.0647,"(n,g) I-S"
60Ni,1864.55,0.0647,"(n,g) I-P"
60Ni,2088.26,0.0639,"(n,g) I-S"
60Ni,3082.21,0.0631,"(n,g) I-S"
60Ni,1502.01,0.0623,"(n,g) I-S"
60Ni,4228.6,0.0607,"(n,g) I-S"
60Ni,5322.2,0.0591,"(n,g) I-S"
60Ni,6090.5,0.0583,"(n,g) I-P"
60Ni,4753,0.0583,"(n,g) I-S"
60Ni,3391.6,0.0566,"(n,g) I-S"
60Ni,1633.08,0.0566,"(n,g) I-S"
60Ni,2282.66,0.0566,"(n,g) I-S"
60Ni,514.33,0.0558,"(n,g) I-S"
60Ni,1146.69,0.0558,"(n,g) I-S"
60Ni,2977.79,0.0558,"(n,g) I-S"
60Ni,1118,0.0558,"(n,g) I-S"
60Ni,1107.71,0.055,"(n,g) I-S"
60Ni,1244.39,0.0542,"(n,g) I-P"
60Ni,3347.7,0.0518,"(n,g) I-S"
60Ni,191.16,0.0518,"(n,g) I-S"
60Ni,3601.8,0.0518,"(n,g) I-S"
60Ni,3213.9,0.0518,"(n,g) I-S"
60Ni,1716.46,0.051,"(n,g) I-S"
60Ni,2085.7,0.0502,"(n,g) I-S"
60Ni,1536,0.0494,"(n,g) I-S"
60Ni,701.22,0.0494,"(n,g) I-S"
60Ni,2644.23,0.0494,"(n,g) I-S"
60Ni,3077.5,0.0485,"(n,g) I-S"
60Ni,4225.9,0.0477,"(n,g) I-S"
60Ni,848.54,0.0469,"(n,g) I-S"
60Ni,1253.23,0.0461,"(n,g) I-S"
60Ni,3615.9,0.0453,"(n,g) I-P"
60Ni,6292.3,0.0429,"(n,g) I-S"
60Ni,2510,0.0429,"(n,g) I-S"
60Ni,3369.1,0.0429,"(n,g) I-S"
60Ni,3850.7,0.0429,"(n,g) I-S"
60Ni,4793.2,0.0413,"(n,g) I-S"
60Ni,2684.58,0.0413,"(n,g) I-S"
60Ni,3180.8,0.0405,"(n,g) I-S"
60Ni,651.14,0.0405,"(n,g) I-S"
60Ni,1795.61,0.0405,"(n,g) I-S"
60Ni,4714.2,0.0396,"(n,g) I-S"
60Ni,2115.2,0.0396,"(n,g) I-S"
60Ni,1587.77,0.0388,"(n,g) I-S"
60Ni,2795.3,0.038,"(n,g) I-S"
60Ni,1188.18,0.038,"(n,g) I-S"
60Ni,2111.6,0.038,"(n,g) I-S"
60Ni,3104.6,0.038,"(n,g) I-S"
60Ni,2460.7,0.0372,"(n,g) I-S"
60Ni,1580.03,0.0372,"(n,g) I-S"
60Ni,2340.56,0.0372,"(n,g) I-S"
60Ni,5515.4,0.0364,"(n,g) I-S"
60Ni,4171.7,0.0364,"(n,g) I-S"
60Ni,2778.9,0.0356,"(n,g) I-S"
60Ni,3129.1,0.0348,"(n,g) I-S"
60Ni,1116.46,0.034,"(n,g) I-S"
60Ni,1233.4,0.034,"(n,g) I-S"
60Ni,1434.2,0.0332,"(n,g) I-S"
60Ni,5955.3,0.0332,"(n,g) I-S"
60Ni,1154.9,0.0332,"(n,g) I-S"
60Ni,2802.7,0.0324,"(n,g) I-S"
60Ni,1877.1,0.0316,"(n,g) I-S"
60Ni,2432.2,0.0316,"(n,g) I-S"
60Ni,215.51,0.0307,"(n,g) I-S"
60Ni,3359.5,0.0307,"(n,g) I-S"
60Ni,2634,0.0307,"(n,g) I-S"
60Ni,2356.6,0.0299,"(n,g) I-S"
60Ni,1089.65,0.0299,"(n,g) I-S"
60Ni,277,0.0299,"(n,g) I-S"
60Ni,3000.2,0.0291,"(n,g) I-S"
60Ni,2620.7,0.0283,"(n,g) I-S"
60Ni,3328.6,0.0283,"(n,g) I-S"
60Ni,1645,0.0283,"(n,g) I-S"
60Ni,1760.2,0.0283,"(n,g) I-S"
60Ni,4833.2,0.0275,"(n,g) I-S"
60Ni,1488,0.0275,"(n,g) I-S"
60Ni,477.6,0.0275,"(n,g) I-S"
60Ni,6105.8,0.0267,"(n,g) I-S"
60Ni,2483.6,0.0259,"(n,g) I-S"
60Ni,2676.5,0.0243,"(n,g) I-S"
60Ni,625.6,0.0243,"(n,g) I-S"
60Ni,2351.3,0.0243,"(n,g) I-S"
60Ni,977.12,0.0243,"(n,g) I-S"
60Ni,1015.28,0.0235,"(n,g) I-S"
60Ni,355.85,0.0235,"(n,g) I-S"
60Ni,2301.3,0.0227,"(n,g) I-S"
60Ni,1204.2,0.0227,"(n,g) I-P"
60Ni,2347.5,0.0227,"(n,g) I-S"
60Ni,3254.8,0.0227,"(n,g) I-S"
60Ni,2903,0.0218,"(n,g) I-S"
60Ni,1721.5,0.021,"(n,g) I-S"
60Ni,1039.8,0.021,"(n,g) I-S"
60Ni,900.2,0.021,"(n,g) I-S"
60Ni,1342.3,0.021,"(n,g) I-S"
60Ni,2947.5,0.0202,"(n,g) I-S"
60Ni,2914.5,0.0202,"(n,g) I-S"
60Ni,4284,0.0202,"(n,g) I-S"
60Ni,2463.1,0.0202,"(n,g) I-S"
60Ni,2771.4,0.0202,"(n,g) I-S"
60Ni,1819.7,0.0202,"(n,g) I-S"
60Ni,1195.3,0.0194,"(n,g) I-S"
60Ni,2306.3,0.0194,"(n,g) I-S"
60Ni,980.81,0.0194,"(n,g) I-S"
60Ni,888,0.0186,"(n,g) I-S"
60Ni,1931.2,0.0186,"(n,g) I-S"
60Ni,1943,0.0186,"(n,g) I-S"
60Ni,1377.3,0.0186,"(n,g) I-S"
60Ni,1601.9,0.0186,"(n,g) I-S"
60Ni,780.4,0.017,"(n,g) I-S"
60Ni,1387.6,0.017,"(n,g) I-S"
60Ni,1750.9,0.017,"(n,g) I-S"
60Ni,2455.5,0.017,"(n,g) I-S"
60Ni,3525.1,0.0162,"(n,g) I-S"
60Ni,1315.2,0.0162,"(n,g) I-S"
60Ni,650.1,0.0162,"(n,g) I-S"
60Ni,629.86,0.0162,"(n,g) I-S"
60Ni,806,0.0154,"(n,g) I-S"
60Ni,159.46,0.0146,"(n,g) I-S"
60Ni,982.6,0.0113,"(n,g) I-S"
60Ni,998,0.0113,"(n,g) I-S"
60Ni,546.3,0.0113,"(n,g) I-S"
61Ni,1172.8,100,"(n,g) I-S"
61Ni,875.64,18.8158,"(n,g) I-S"
61Ni,2301.41,13.6842,"(n,g) I-S"
61Ni,2097.3,9.4737,"(n,g) I-S"
61Ni,1128.73,8.9474,"(n,g) I-S"
61Ni,1163.3,7.6316,"(n,g) I-S"
61Ni,1220.8,6.8421,"(n,g) I-S"
61Ni,9422.3,6.5789,"(n,g) I-P"
61Ni,7326,6.3158,"(n,g) I-P"
61Ni,8551.3,6.0526,"(n,g) I-P"
61Ni,2345.64,5.9211,"(n,g) I-S"
61Ni,1985.1,5.3947,"(n,g) I-S"
61Ni,2084.2,5.2632,"(n,g) I-S"
61Ni,10594.6,4.8684,"(n,g) I-P"
61Ni,7078,4.7368,"(n,g) I-P"
61Ni,1185.9,3.2895,"(n,g) I-S"
61Ni,7436,2.6316,"(n,g) I-P"
61Ni,2799.4,2.3684,"(n,g) I-S"
61Ni,6532,2.3684,"(n,g) I-P"
61Ni,1886.2,2.2368,"(n,g) I-S"
61Ni,6623,2.2368,"(n,g) I-P"
61Ni,3158,2.2368,"(n,g) I-S"
61Ni,3370,2.1053,"(n,g) I-S"
61Ni,3270,2.1053,"(n,g) I-S"
61Ni,3860,2.1053,"(n,g) I-S"
61Ni,756.8,2.0395,"(n,g) I-S"
61Ni,464.63,1.9737,"(n,g) I-S"
61Ni,7073,1.9737,"(n,g) I-P"
61Ni,7338,1.8421,"(n,g) I-P"
61Ni,6748,1.7105,"(n,g) I-P"
61Ni,7703.4,1.7105,"(n,g) I-P"
61Ni,1718.26,1.5789,"(n,g) I-S"
61Ni,6445,1.5789,"(n,g) I-P"
61Ni,3972,1.5789,"(n,g) I-S"
61Ni,6738,1.5789,"(n,g) I-P"
61Ni,2972,1.3816,"(n,g) I-S"
61Ni,1761,1.3158,"(n,g) I-S"
61Ni,6179,1.3158,"(n,g) I-P"
61Ni,4061,1.1842,"(n,g) I-S"
61Ni,2104.7,1.1842,"(n,g) I-S"
61Ni,1092.5,1.1842,"(n,g) I-S"
61Ni,8296,1.0526,"(n,g) I-P"
61Ni,5292,1.0526,"(n,g) I-S"
61Ni,2034.4,0.9211,"(n,g) I-S"
61Ni,5968,0.9211,"(n,g) I-P"
61Ni,2984,0.8553,"(n,g) I-S"
61Ni,722,0.8553,"(n,g) I-S"
61Ni,2961,0.7895,"(n,g) I-S"
61Ni,3095,0.7895,"(n,g) I-S"
61Ni,3295,0.7895,"(n,g) I-S"
61Ni,4035,0.7895,"(n,g) I-S"
61Ni,1850,0.7895,"(n,g) I-S"
61Ni,2950,0.7237,"(n,g) I-S"
61Ni,3828,0.7237,"(n,g) I-S"
61Ni,3812,0.7237,"(n,g) I-S"
61Ni,855.6,0.7237,"(n,g) I-S"
61Ni,678.5,0.7237,"(n,g) I-S"
61Ni,579.42,0.7237,"(n,g) I-S"
61Ni,968.2,0.6842,"(n,g) I-S"
61Ni,2583.6,0.6579,"(n,g) I-S"
61Ni,1045.9,0.6579,"(n,g) I-S"
61Ni,6395,0.6579,"(n,g) I-P"
61Ni,3981,0.6579,"(n,g) I-S"
61Ni,6364,0.6579,"(n,g) I-P"
61Ni,4850,0.6579,"(n,g) I-S"
61Ni,3060,0.6579,"(n,g) I-S"
61Ni,5162,0.6579,"(n,g) I-S"
61Ni,2155.8,0.6579,"(n,g) I-S"
61Ni,5386,0.6579,"(n,g) I-S"
61Ni,1548,0.6579,"(n,g) I-S"
61Ni,2048.7,0.6579,"(n,g) I-S"
61Ni,5037,0.5921,"(n,g) I-S"
61Ni,1470.4,0.5921,"(n,g) I-S"
61Ni,4127,0.5921,"(n,g) I-S"
61Ni,3990,0.5921,"(n,g) I-S"
61Ni,4998,0.5921,"(n,g) I-S"
61Ni,3443,0.5263,"(n,g) I-S"
61Ni,6277,0.5263,"(n,g) I-P"
61Ni,4416,0.5263,"(n,g) I-S"
61Ni,1815.8,0.5263,"(n,g) I-S"
61Ni,3880,0.5263,"(n,g) I-S"
61Ni,5539,0.5263,"(n,g) I-S"
61Ni,6387,0.5263,"(n,g) I-P"
61Ni,1455.2,0.5263,"(n,g) I-S"
61Ni,1661.3,0.5263,"(n,g) I-S"
61Ni,3207,0.5263,"(n,g) I-S"
